,Territory,County,subcategory,BRAND,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,White Space Score,WEIGHT,AWS,overall_coverage_pct,Opportunity Score
459,COAST,MOMBASA,lotion,FRESCO,825.1209167,0.361025149,0.335942252,50.01920131,1.0,50.01920131,77.78,11.114266531081997
460,COAST,MOMBASA,margarine,ONJA,3506.5,0.77467823,0.42923157,88.91236811,1.0,88.91236811,77.78,19.756328194041995
461,COAST,MOMBASA,milking jelly,SAWA,5401.000389,0.042721966,0.016709186,69.1779389,0.828277252,57.29851311,77.78,12.731729613041997
462,COAST,MOMBASA,oil,FRESH FRI,81728.7525,0.463063978,0.473084114,35.23114298,1.0,35.23114298,77.78,7.828359970155999
463,COAST,MOMBASA,oil,FRESH ZAIT,22043.34,0.416722859,0.265222985,43.26465794,0.579601407,25.07625661,77.78,5.571944218741999
464,COAST,MOMBASA,oil,POPCO,6276.15,0.053657271,0.170429179,46.66201269,0.576526388,26.90188162,77.78,5.977598095963999
465,COAST,MOMBASA,oil,SALIT,124788.44,0.517707049,0.57334059,47.68458925,1.0,47.68458925,77.78,10.595515731349998
466,COAST,MOMBASA,petroleum jelly,SAWA,226.84375,0.001793853,0.000701791,69.1779389,1.0,69.1779389,77.78,15.371338023579996
467,COAST,MOMBASA,toilet soap,SAWA,126420.664,1.0,0.391110207,40.04580746,1.0,40.04580746,77.78,8.898178417611998
468,COAST,MURANG'A,bar soap,NDUME,24480.6,0.056754562,0.301477796,48.19629137,0.72246553,34.8201592,48.57,17.90800787656
469,COAST,MURANG'A,bar soap,POPCO,260.0,0.002076387,0.007060313,49.07148783,1.0,49.07148783,48.57,25.237466190969002
470,COAST,MURANG'A,bar soap,USHINDI,673.7,0.018756168,0.009316062,47.44673382,0.030260156,1.435745548,48.57,0.7384039353364
471,COAST,MURANG'A,bar soap,WHITEWASH,2126.4,0.009411233,0.009106375,21.09236349,0.02414085,0.509187587,48.57,0.2618751759941
472,COAST,MURANG'A,bathing soap,4U,108.25,0.00203269,0.019384009,48.18170048,0.04536883,2.185947365,48.57,1.1242327298195
473,COAST,MURANG'A,bathing soap,DETREX,109.44,0.001663059,0.000783883,54.67270314,0.001663059,0.090923942,48.57,0.046762183370599994
474,COAST,MURANG'A,bathing soap,DIVA,9.6,0.005875474,0.007768917,47.26637893,0.014521853,0.686395411,48.57,0.3530131598773
475,COAST,MURANG'A,bathing soap,SAWA,118.08,0.000933521,0.000365307,40.04580746,0.009755871,0.390681741,48.57,0.2009276193963
476,COAST,MURANG'A,detergent,USHINDI,0.0,0.0,0.0,58.84357168,,,48.57,
477,COAST,MURANG'A,dishwashing liquid,USHINDI,33.297,0.000927006,0.000460438,58.84357168,0.004392408,0.258464999,48.57,0.13292854898569997
478,COAST,MURANG'A,dishwashing paste,USHINDI,48.0,0.001336346,0.000663754,58.84357168,0.011007155,0.647700294,48.57,0.33311226120419996
479,COAST,MURANG'A,fat,FRYMATE,710.0,0.019916208,0.049544332,37.2025893,0.153784026,5.721163948,48.57,2.9423946184564
480,COAST,MURANG'A,fat,MPISHI POA,50.167,0.002108317,0.039567094,47.19936714,0.053443607,2.52250441,48.57,1.297324018063
481,COAST,MURANG'A,glycerine,SAWA,53.794625,0.000425017,0.000166426,50.01920131,0.067630958,3.382846489,48.57,1.7397979492926998
482,COAST,MURANG'A,lotion,BELLEZA,75.898375,0.022420594,0.017068363,50.01920131,0.049151551,2.458521305,48.57,1.2644175071615
483,COAST,MURANG'A,lotion,FRESCO,56.57516667,0.02471342,0.023034186,50.01920131,0.068453459,3.42398734,48.57,1.7609566889619999
484,COAST,MURANG'A,margarine,ONJA,90.25,0.019830967,0.011047526,88.91236811,0.025598973,2.276065327,48.57,1.1705803976761
485,COAST,MURANG'A,milking jelly,SAWA,203.9793333,0.001612993,0.000631055,69.1779389,0.031272102,2.163339529,48.57,1.1126055197647
486,COAST,MURANG'A,oil,FRESH FRI,9196.223,0.052095586,0.053232025,35.23114298,0.112501919,3.963571187,48.57,2.0384646614740998
487,COAST,MURANG'A,oil,POPCO,2810.057667,0.023939909,0.076307262,46.66201269,0.257224962,12.00263444,48.57,6.172954892491999
488,COAST,MURANG'A,oil,SALIT,13461.262,0.055806865,0.061847779,47.68458925,0.107796223,5.140218636,48.57,2.6436144444948
489,COAST,MURANG'A,petroleum jelly,SAWA,0.765,5.55e-06,2.37e-06,69.1779389,0.003092204,0.213912292,48.57,0.1100150917756
490,COAST,MURANG'A,toilet soap,SAWA,2823.418,0.022333024,0.008734866,40.04580746,0.022333024,0.894343963,48.57,0.4599611001709
491,COAST,NAIROBI,bar soap,NDUME,320.0,0.000741872,0.00394079,48.19629137,0.009443762,0.455154324,73.53,0.12047934956279997
492,COAST,NAIROBI,bar soap,USHINDI,10.0,0.000278405,0.000138282,47.44673382,0.000449164,0.021311348,73.53,0.005641113815599999
493,COAST,NAIROBI,bar soap,WHITEWASH,65.2,0.000277293,0.000279221,21.09236349,0.000711287,0.015002725,73.53,0.003971221307499999
494,COAST,NAIROBI,detergent,USHINDI,0.0,0.0,0.0,58.84357168,,,73.53,
495,COAST,NAIROBI,fat,FRYMATE,32.0,0.000749155,0.002232984,37.2025893,0.005784637,0.21520347,73.53,0.05696435850899999
496,COAST,NAIROBI,glycerine,SAWA,0.756583333,5.48e-06,2.34e-06,50.01920131,0.000872068,0.04362015,73.53,0.011546253704999999
497,COAST,NAIROBI,lotion,BELLEZA,1.792875,0.000355882,0.00040319,50.01920131,0.000780183,0.039024148,73.53,0.010329691975599999
498,COAST,NAIROBI,lotion,FRESCO,1.19525,0.000479449,0.000486638,50.01920131,0.001328021,0.066426562,73.53,0.017583110961399993
499,COAST,NAIROBI,milking jelly,SAWA,14.28,0.000112452,4.42e-05,69.1779389,0.002180177,0.150820134,73.53,0.03992208946979999
500,COAST,NAIROBI,oil,FRESH FRI,162.164,0.000908722,0.000938681,35.23114298,0.001962412,0.069138023,73.53,0.0183008346881
501,COAST,NAIROBI,oil,SALIT,443.72,0.001796648,0.002038672,47.68458925,0.003470394,0.165484332,73.53,0.04380370268039999
502,COAST,NAIROBI,toilet soap,SAWA,111.048,0.000877897,0.000343551,40.04580746,0.000877897,0.035156089,73.53,0.009305816758299999
503,COAST,NYANDARUA,bar soap,NDUME,1670.0,0.003871642,0.020565996,48.19629137,0.049284635,2.375336628,22.81,1.8335223431532
504,COAST,NYANDARUA,bar soap,USHINDI,111.1,0.003093083,0.001536314,47.44673382,0.004990208,0.236769082,22.81,0.1827620543958
505,COAST,NYANDARUA,bar soap,WHITEWASH,112.0,0.000484681,0.000479644,21.09236349,0.00124326,0.026223302,22.81,0.0202417668138
506,COAST,NYANDARUA,bathing soap,DETREX,23.04,0.000350118,0.000165028,54.67270314,0.000350118,0.019141882,22.81,0.0147756187158
507,COAST,NYANDARUA,bathing soap,SAWA,25.2,0.00019883,7.8e-05,40.04580746,0.0020779,0.083211201,22.81,0.0642307260519
508,COAST,NYANDARUA,detergent,USHINDI,0.0,0.0,0.0,58.84357168,,,22.81,
509,COAST,NYANDARUA,fat,DIRIA,204.0,0.002405201,0.944444444,43.91941652,1.0,43.91941652,22.81,33.901397611788
510,COAST,NYANDARUA,fat,FRYMATE,835.0,0.023449956,0.058266925,37.2025893,0.181070049,6.736274656,22.81,5.1997304069664
511,COAST,NYANDARUA,fat,MPISHI POA,901.597,0.039449369,0.711096406,47.19936714,1.0,47.19936714,22.81,36.433191495366
512,COAST,NYANDARUA,glycerine,SAWA,7.112083333,5.58e-05,2.2e-05,50.01920131,0.008871725,0.443756586,22.81,0.3425357087334
513,COAST,NYANDARUA,lotion,BELLEZA,5.378625,0.00142353,0.001209569,50.01920131,0.003120733,0.156096591,22.81,0.12049095859290002
514,COAST,NYANDARUA,lotion,FRESCO,1.19525,0.000479449,0.000486638,50.01920131,0.001328021,0.066426562,22.81,0.0512746632078
515,COAST,NYANDARUA,milking jelly,SAWA,11.40066667,8.97e-05,3.53e-05,69.1779389,0.001738608,0.120273299,22.81,0.0928389594981
516,COAST,NYANDARUA,oil,FRESH FRI,1753.524,0.009925348,0.010150214,35.23114298,0.021434075,0.755146954,22.81,0.5828979337926
517,COAST,NYANDARUA,oil,POPCO,92.66,0.000641658,0.002516187,46.66201269,0.006894369,0.321705123,22.81,0.2483241844437
518,COAST,NYANDARUA,oil,SALIT,1388.194,0.005715302,0.006378058,47.68458925,0.011039645,0.526420921,22.81,0.40634430891990003
519,COAST,NYANDARUA,toilet soap,SAWA,359.232,0.002841058,0.001111363,40.04580746,0.002841058,0.113772459,22.81,0.08782096110210001
520,COAST,TAITA TAVETA,bar soap,NDUME,690.0,0.00159966,0.008497328,48.19629137,0.020363113,0.981426511,4.39,0.9383418871671
521,COAST,TAITA TAVETA,bar soap,USHINDI,2172.65,0.060487738,0.030043851,47.44673382,0.097587542,4.630210129,4.39,4.4269439043369
522,COAST,TAITA TAVETA,bar soap,WHITEWASH,25886.725,0.114702024,0.110860716,21.09236349,0.294223343,6.205865698,4.39,5.9334281938578
523,COAST,TAITA TAVETA,bathing soap,4U,343.5,0.006709368,0.061509535,48.18170048,0.149750416,7.215229689,4.39,6.8984811056529
524,COAST,TAITA TAVETA,bathing soap,AFRISENSE,72.225,0.039643731,0.105959245,56.16951953,0.183116809,10.28558316,4.39,9.834046059276
525,COAST,TAITA TAVETA,bathing soap,DETREX,3720.385,0.056535275,0.026647915,54.67270314,0.056535275,3.090936297,4.39,2.9552441935616995
526,COAST,TAITA TAVETA,bathing soap,DIVA,33.6,0.021161858,0.027191209,47.26637893,0.052303763,2.472209476,4.39,2.3636794800036
527,COAST,TAITA TAVETA,bathing soap,SAWA,1454.295,0.011503119,0.004499182,40.04580746,0.12021474,4.814096338,4.39,4.602757508761799
528,COAST,TAITA TAVETA,dishwashing liquid,USHINDI,2868.342917,0.079856201,0.039664036,58.84357168,0.378380441,22.26525658,4.39,21.287811816138
529,COAST,TAITA TAVETA,dishwashing paste,USHINDI,3578.8,0.099635707,0.049488382,58.84357168,0.820675105,48.2914544,4.39,46.171459551839995
530,COAST,TAITA TAVETA,fat,FRYMATE,3191.0,0.090054052,0.22267037,37.2025893,0.69535701,25.86908127,4.39,24.733428602247
531,COAST,TAITA TAVETA,fat,MPISHI POA,25.0,0.001004571,0.01971769,47.19936714,0.025464812,1.20192303,4.39,1.149158608983
532,COAST,TAITA TAVETA,glycerine,DIVA,67.75,0.042913109,0.054827512,50.01920131,1.0,50.01920131,4.39,47.823358372491
533,COAST,TAITA TAVETA,glycerine,SAWA,794.5353472,0.006284352,0.00245807,50.01920131,1.0,50.01920131,4.39,47.823358372491
534,COAST,TAITA TAVETA,lotion,BELLEZA,703.9026458,0.209407159,0.158296748,50.01920131,0.459072882,22.9624589,4.39,21.95440695429
535,COAST,TAITA TAVETA,lotion,FRESCO,362.4595625,0.158566883,0.147572894,50.01920131,0.439212846,21.96907574,4.39,21.004633315014
536,COAST,TAITA TAVETA,margarine,ONJA,322.25,0.071093189,0.039446706,88.91236811,0.091771249,8.159599099,4.39,7.801392698553899
537,COAST,TAITA TAVETA,milking jelly,SAWA,4749.317333,0.037567086,0.014693061,69.1779389,0.728336392,50.38481044,4.39,48.172917261684
538,COAST,TAITA TAVETA,oil,FRESH FRI,27515.82333,0.155894209,0.159274411,35.23114298,0.336658035,11.86084738,4.39,11.340156180017999
539,COAST,TAITA TAVETA,oil,FRESH ZAIT,21767.13,0.411496966,0.261899657,43.26465794,0.572332943,24.76178899,4.39,23.674746453338997
540,COAST,TAITA TAVETA,oil,POPCO,4615.442,0.039418798,0.125332567,46.66201269,0.423539571,19.76320884,4.39,18.895603971924
541,COAST,TAITA TAVETA,oil,SALIT,12997.325,0.053881975,0.05971622,47.68458925,0.104078117,4.962922238,4.39,4.7450499517518
542,COAST,TAITA TAVETA,petroleum jelly,SAWA,70.3375,0.000555873,0.000217605,69.1779389,0.309876312,21.43660457,4.39,20.495537629376997
543,COAST,TAITA TAVETA,toilet soap,SAWA,23492.18096,0.185825073,0.072678243,40.04580746,0.185825073,7.441515075,4.39,7.114832563207499
544,COAST,TANA RIVER,bar soap,USHINDI,184.4,0.005133795,0.002549921,47.44673382,0.008282578,0.392981266,0.24,0.3920381109616
545,COAST,TANA RIVER,bar soap,WHITEWASH,676.5,0.002986189,0.002897133,21.09236349,0.007659905,0.161565507,0.24,0.16117774978320001
546,COAST,TANA RIVER,bathing soap,AFRISENSE,1.375,0.000551757,0.002017223,56.16951953,0.002548599,0.143153558,0.24,0.14280998946079998
547,COAST,TANA RIVER,bathing soap,DETREX,859.2,0.013056473,0.006154172,54.67270314,0.013056473,0.713832699,0.24,0.7121195005224
548,COAST,TANA RIVER,bathing soap,SAWA,77.82,0.00061506,0.000240753,40.04580746,0.006427759,0.257404782,0.24,0.2567870105232
549,COAST,TANA RIVER,detergent,USHINDI,0.0,0.0,0.0,58.84357168,,,0.24,
550,COAST,TANA RIVER,dishwashing liquid,USHINDI,291.6815,0.008120569,0.004033432,58.84357168,0.038477469,2.264151681,0.24,2.2587177169656
551,COAST,TANA RIVER,dishwashing paste,USHINDI,91.2,0.002539057,0.001261132,58.84357168,0.020913594,1.230630558,0.24,1.2276770446608
552,COAST,TANA RIVER,glycerine,SAWA,1.135,8.47e-06,3.51e-06,50.01920131,0.00134838,0.067444915,0.24,0.067283047204
553,COAST,TANA RIVER,lotion,BELLEZA,25.10025,0.00729559,0.005644655,50.01920131,0.015993759,0.799995028,0.24,0.7980750399328
554,COAST,TANA RIVER,lotion,FRESCO,12.15170833,0.00527394,0.004947484,50.01920131,0.014608234,0.730692184,0.24,0.7289385227584001
555,COAST,TANA RIVER,margarine,ONJA,12.75,0.002706734,0.001560731,88.91236811,0.00349401,0.310660727,0.24,0.30991514125520003
556,COAST,TANA RIVER,milking jelly,SAWA,68.65483333,0.000542563,0.000212399,69.1779389,0.010518997,0.727682502,0.24,0.7259360639951999
557,COAST,TANA RIVER,oil,FRESH FRI,199.592,0.001120789,0.001155332,35.23114298,0.002420376,0.085272614,0.24,0.0850679597264
558,COAST,TANA RIVER,oil,SALIT,106.92,0.000399253,0.000491244,47.68458925,0.000771195,0.036774126,0.24,0.0366858680976
559,COAST,TANA RIVER,petroleum jelly,SAWA,2.38,1.83e-05,7.36e-06,69.1779389,0.010213643,0.706558784,0.24,0.7048630429184001
560,COAST,TANA RIVER,toilet soap,SAWA,1585.944,0.012544477,0.004906468,40.04580746,0.012544477,0.502353691,0.24,0.5011480421416
561,EASTERN,EMBU,bar soap,NDUME,1326.0,0.00307413,0.022463409,10.97780161,0.032897716,0.361144596,22.68,0.2792370016272
562,EASTERN,EMBU,bar soap,POPCO,260.0,0.002076387,0.008684447,46.92278541,0.122178611,5.732960766,22.68,4.4327252642712
563,EASTERN,EMBU,bar soap,USHINDI,58.4,0.001625887,0.001514713,58.4682421,0.008915588,0.521278767,22.68,0.4030527426444
564,EASTERN,EMBU,bar soap,WHITEWASH,894.87,0.003953868,0.011593463,42.318709,0.028746493,1.216514466,22.68,0.9406089851112001
565,EASTERN,EMBU,bathing soap,4U,358.5,0.007007562,0.08737062,53.20323492,0.179552875,9.552793797,22.68,7.3862201638404
566,EASTERN,EMBU,bathing soap,AFRISENSE,3.0,0.001448362,0.009959085,63.6623003,0.022536058,1.434697272,22.68,1.1093079307104
567,EASTERN,EMBU,bathing soap,DETREX,83.52,0.001269177,0.002707236,66.28906039,0.006499199,0.430825808,22.68,0.3331145147456
568,EASTERN,EMBU,dishwashing liquid,USHINDI,3.699666667,0.000103001,9.6e-05,64.84676405,0.000640967,0.041564614,22.68,0.0321377595448
569,EASTERN,EMBU,fat,MPISHI POA,10.0,0.000346718,0.007361025,41.53469221,0.008099615,0.336415001,22.68,0.2601160787732
570,EASTERN,EMBU,glycerine,SAWA,282.9784167,0.002237884,0.002239338,50.01920131,0.054637615,2.732929886,22.68,2.1131013878552
571,EASTERN,EMBU,handwash,SAWA,6.17,4.83e-05,4.88e-05,50.01920131,0.141622938,7.083866245,22.68,5.477245380634
572,EASTERN,EMBU,lotion,BELLEZA,59.7625,0.017616181,0.011994962,50.01920131,0.032289628,1.615101412,22.68,1.2487964117584
573,EASTERN,EMBU,lotion,FRESCO,19.124,0.008324979,0.006650963,50.01920131,0.018871653,0.94394501,22.68,0.729858281732
574,EASTERN,EMBU,margarine,ONJA,10.5,0.002209579,0.00433974,95.89977833,0.011869436,1.138276301,22.68,0.8801152359332001
575,EASTERN,EMBU,milking jelly,SAWA,126.1593333,0.000997429,0.000998357,68.53715579,0.024822889,1.70129024,22.68,1.3154376135680002
576,EASTERN,EMBU,oil,FRESH FRI,932.006,0.005270637,0.010832947,44.40835361,0.029850724,1.32562151,22.68,1.024970551532
577,EASTERN,EMBU,oil,FRESH ZAIT,579.15,0.010620364,0.008905329,44.25655162,0.010620364,0.470020693,22.68,0.3634199998276
578,EASTERN,EMBU,oil,POPCO,532.818,0.004415457,0.017797038,44.00430178,0.038016356,1.67288322,22.68,1.293473305704
579,EASTERN,EMBU,oil,SALIT,854.489,0.003500942,0.022470862,33.57641678,0.069786529,2.3431816,22.68,1.81174801312
580,EASTERN,EMBU,toilet soap,SAWA,275.2,0.002176356,0.002177784,43.84369783,0.007955836,0.348813256,22.68,0.2697024095392
581,EASTERN,KAJIADO,bar soap,NDUME,2830.4,0.006561854,0.047949045,10.97780161,0.070221489,0.770877575,3.83,0.7413529638774999
582,EASTERN,KAJIADO,bar soap,POPCO,1420.0,0.012021922,0.047430444,46.92278541,0.70739287,33.19284386,3.83,31.921557940162003
583,EASTERN,KAJIADO,bar soap,USHINDI,1481.425,0.041243665,0.03842353,58.4682421,0.226160534,13.22320886,3.83,12.716759960662
584,EASTERN,KAJIADO,bar soap,WHITEWASH,3533.725,0.015647611,0.045781073,42.318709,0.113765547,4.814411098,3.83,4.6300191529466
585,EASTERN,KAJIADO,bathing soap,4U,90.25,0.001674857,0.021994975,53.20323492,0.042914411,2.283185468,3.83,2.1957394645756003
586,EASTERN,KAJIADO,bathing soap,AFRISENSE,7.8925,0.004147832,0.026200692,63.6623003,0.064538977,4.108699712,3.83,3.9513365130304
587,EASTERN,KAJIADO,bathing soap,DETREX,2468.886,0.037517394,0.080027012,66.28906039,0.192119036,12.73539039,3.83,12.247624938063
588,EASTERN,KAJIADO,bathing soap,DIVA,4.8,0.002818197,0.006287391,52.46461961,0.010935169,0.573709492,3.83,0.5517364184564
589,EASTERN,KAJIADO,bathing soap,SAWA,1067.33,0.008442186,0.008446272,43.84369783,0.572007308,25.07891556,3.83,24.118393094052
590,EASTERN,KAJIADO,detergent,RAINBOW,1879.5,1.0,0.495648734,64.84676405,1.0,64.84676405,3.83,62.363132986885006
591,EASTERN,KAJIADO,detergent,USHINDI,0.0,0.0,0.0,64.84676405,,,3.83,
592,EASTERN,KAJIADO,dishwashing liquid,USHINDI,1207.062917,0.033605277,0.031307436,64.84676405,0.209123461,13.56097973,3.83,13.041594206341
593,EASTERN,KAJIADO,dishwashing paste,USHINDI,98.0,0.002728372,0.002541813,64.84676405,0.043378187,2.812935055,3.83,2.7051996423935
594,EASTERN,KAJIADO,fat,DIRIA,1164.0,0.014431207,0.729323308,47.16697108,1.0,47.16697108,3.83,45.360476087636
595,EASTERN,KAJIADO,fat,FRYKING,1308.0,0.674912121,0.947826087,48.03585969,1.0,48.03585969,3.83,46.196086263873
596,EASTERN,KAJIADO,fat,FRYMATE,22.0,0.000466455,0.785714286,37.92318682,1.0,37.92318682,3.83,36.470728764793996
597,EASTERN,KAJIADO,fat,MPISHI POA,978.149,0.0428067,0.720017902,41.53469221,1.0,41.53469221,3.83,39.943913498357006
598,EASTERN,KAJIADO,glycerine,SAWA,699.1211111,0.005529616,0.005532466,50.01920131,0.135004762,6.752830373,3.83,6.4941969697141
599,EASTERN,KAJIADO,lotion,BELLEZA,379.6910833,0.112874047,0.076207993,50.01920131,0.206892803,10.34861275,3.83,9.952260881674999
600,EASTERN,KAJIADO,lotion,FRESCO,351.8019167,0.153903151,0.122350007,50.01920131,0.348878569,17.45062739,3.83,16.782268360963002
601,EASTERN,KAJIADO,margarine,ONJA,111.0,0.024415843,0.045877247,95.89977833,0.13115727,12.57795312,3.83,12.096217515504
602,EASTERN,KAJIADO,milking jelly,SAWA,1919.6705,0.015184288,0.015191234,68.53715579,0.377889414,25.89946564,3.83,24.907516105987998
603,EASTERN,KAJIADO,oil,FRESH FRI,5032.476333,0.02850385,0.058493777,44.40835361,0.161434094,7.169022322,3.83,6.8944487670674
604,EASTERN,KAJIADO,oil,FRESH ZAIT,1389.96,0.02596089,0.021372791,44.25655162,0.02596089,1.148939472,3.83,1.1049350902224
605,EASTERN,KAJIADO,oil,POPCO,2168.654,0.018440683,0.072436776,44.00430178,0.158771242,6.986617631,3.83,6.7190301757327
606,EASTERN,KAJIADO,oil,SALIT,5232.139333,0.02166396,0.137591803,33.57641678,0.431841649,14.49969521,3.83,13.944356883457
607,EASTERN,KAJIADO,petroleum jelly,SAWA,45.4325,0.000358871,0.000359528,68.53715579,0.196593002,13.47392519,3.83,12.957873855223
608,EASTERN,KAJIADO,toilet soap,SAWA,8363.017833,0.06615183,0.0661804,43.84369783,0.241823055,10.60241696,3.83,10.196344390432
609,EASTERN,KIAMBU,bar soap,NDUME,70.0,0.000162284,0.001185851,10.97780161,0.001736682,0.019064948,47.74,0.0099633418248
610,EASTERN,KIAMBU,glycerine,SAWA,2.27,1.75e-05,1.8e-05,50.01920131,0.00042608,0.021312174,47.74,0.011137742132399998
611,EASTERN,KIAMBU,lotion,BELLEZA,1.19525,0.000177941,0.000239899,50.01920131,0.000326158,0.016314156,47.74,0.0085257779256
612,EASTERN,KIAMBU,toilet soap,SAWA,8.1,6.36e-05,6.41e-05,43.84369783,0.000232376,0.010188227,47.74,0.005324367430199999
613,EASTERN,KITUI,bar soap,NDUME,40306.75,0.093445093,0.682825809,10.97780161,1.0,10.97780161,7.54,10.150075368606
614,EASTERN,KITUI,bar soap,POPCO,1714.8,0.014549459,0.057277271,46.92278541,0.856118011,40.17144174,7.54,37.142515032804
615,EASTERN,KITUI,bar soap,USHINDI,4379.9,0.121938759,0.113600903,58.4682421,0.668653845,39.09501492,7.54,36.147250795031994
616,EASTERN,KITUI,bar soap,WHITEWASH,31041.02,0.137542612,0.402151049,42.318709,1.0,42.318709,7.54,39.1278783414
617,EASTERN,KITUI,bathing soap,4U,944.25,0.018652043,0.230124707,53.20323492,0.47791627,25.42669157,7.54,23.509519025621998
618,EASTERN,KITUI,bathing soap,AFRISENSE,82.105,0.045095088,0.272563551,63.6623003,0.701665522,44.66964117,7.54,41.301550225781995
619,EASTERN,KITUI,bathing soap,DETREX,12850.814,0.195282021,0.416549101,66.28906039,1.0,66.28906039,7.54,61.290865236594
620,EASTERN,KITUI,bathing soap,DIVA,202.4,0.128676095,0.265118338,52.46461961,0.499289019,26.19500844,7.54,24.219904803623997
621,EASTERN,KITUI,bathing soap,SAWA,1589.91,0.012575848,0.012581688,43.84369783,0.852086978,37.35864397,7.54,34.541802214662
622,EASTERN,KITUI,detergent,RAINBOW,21.0,0.011067951,0.005537975,64.84676405,0.011067951,0.717720796,7.54,0.6636046479816
623,EASTERN,KITUI,detergent,USHINDI,0.0,0.0,0.0,64.84676405,,,7.54,
624,EASTERN,KITUI,dishwashing liquid,USHINDI,2775.990833,0.07728507,0.072000517,64.84676405,0.480939976,31.18740116,7.54,28.835871112536
625,EASTERN,KITUI,dishwashing paste,USHINDI,1453.2,0.040457865,0.037691462,64.84676405,0.643236544,41.71180839,7.54,38.566738037394
626,EASTERN,KITUI,fat,DIRIA,24.0,0.000150325,0.015037594,47.16697108,0.010416667,0.491322615,7.54,0.454276889829
627,EASTERN,KITUI,fat,FRYKING,60.0,0.024996745,0.043478261,48.03585969,0.037037037,1.779105914,7.54,1.6449613280844
628,EASTERN,KITUI,fat,MPISHI POA,6.283,0.000183702,0.004624932,41.53469221,0.004291426,0.178243071,7.54,0.1648035434466
629,EASTERN,KITUI,glycerine,DIVA,7.519666667,0.004550442,0.00984981,50.01920131,0.059618697,2.982079616,7.54,2.7572308129536
630,EASTERN,KITUI,glycerine,SAWA,3053.960979,0.024156642,0.024167395,50.01920131,0.589780885,29.5003688,7.54,27.27604099248
631,EASTERN,KITUI,lotion,BELLEZA,1832.915875,0.545567781,0.367885488,50.01920131,1.0,50.01920131,7.54,46.247753531225996
632,EASTERN,KITUI,lotion,FRESCO,722.8274375,0.316262041,0.251385617,50.01920131,0.716925205,35.86002615,7.54,33.15618017829
633,EASTERN,KITUI,margarine,ONJA,718.25,0.158592498,0.296858855,95.89977833,0.851928783,81.69978148,7.54,75.539617956408
634,EASTERN,KITUI,milking jelly,SAWA,3920.607056,0.031011902,0.031025564,68.53715579,0.771789229,52.89623859,7.54,48.907862200314
635,EASTERN,KITUI,oil,FRESH FRI,23981.03967,0.13586617,0.278737841,44.40835361,0.769490149,34.17179063,7.54,31.595237616497997
636,EASTERN,KITUI,oil,FRESH ZAIT,52871.94,1.0,0.812988081,44.25655162,1.0,44.25655162,7.54,40.919607627852
637,EASTERN,KITUI,oil,POPCO,13564.568,0.116146244,0.453079918,44.00430178,1.0,44.00430178,7.54,40.686377425787995
638,EASTERN,KITUI,oil,SALIT,8011.253,0.033194595,0.210675341,33.57641678,0.661689229,22.21715332,7.54,20.541979959672002
639,EASTERN,KITUI,petroleum jelly,SAWA,52.7425,0.000416694,0.000417376,68.53715579,0.228268877,15.64489956,7.54,14.465274133176
640,EASTERN,KITUI,toilet soap,SAWA,34583.0115,0.273554687,0.273671249,43.84369783,1.0,43.84369783,7.54,40.537883013618
641,EASTERN,MACHAKOS,bar soap,NDUME,7990.4,0.018524532,0.135363217,10.97780161,0.198239749,2.176236635,28.11,1.5644965169015
642,EASTERN,MACHAKOS,bar soap,POPCO,1010.0,0.00850669,0.033735738,46.92278541,0.5005499,23.48719553,28.11,16.884944866517
643,EASTERN,MACHAKOS,bar soap,USHINDI,6550.325,0.182364552,0.169894938,58.4682421,1.0,58.4682421,28.11,42.03281924569
644,EASTERN,MACHAKOS,bar soap,WHITEWASH,19010.225,0.084229708,0.246286427,42.318709,0.612389913,25.9155505,28.11,18.630689254449997
645,EASTERN,MACHAKOS,bathing soap,4U,1969.21,0.039027847,0.47991938,53.20323492,1.0,53.20323492,28.11,38.247805583988
646,EASTERN,MACHAKOS,bathing soap,AFRISENSE,116.855,0.064268639,0.38792295,63.6623003,1.0,63.6623003,28.11,45.766827685669995
647,EASTERN,MACHAKOS,bathing soap,DETREX,5680.864,0.086326874,0.184140771,66.28906039,0.442062581,29.3039131,28.11,21.06658312759
648,EASTERN,MACHAKOS,bathing soap,DIVA,19.0,0.011862641,0.024887591,52.46461961,0.046029424,2.414916198,28.11,1.7360832547421998
649,EASTERN,MACHAKOS,bathing soap,SAWA,1772.055,0.014016634,0.014023085,43.84369783,0.949708608,41.63873722,28.11,29.934088187458002
650,EASTERN,MACHAKOS,bodywash,SAWA,6.21,4.86e-05,4.91e-05,50.01920131,0.130621895,6.53360287,28.11,4.697007103243
651,EASTERN,MACHAKOS,detergent,RAINBOW,479.0,0.254775714,0.126318565,64.84676405,0.254775714,16.52138063,28.11,11.877220534907
652,EASTERN,MACHAKOS,detergent,USHINDI,0.0,0.0,0.0,64.84676405,,,28.11,
653,EASTERN,MACHAKOS,dishwashing liquid,USHINDI,5398.96175,0.150309983,0.140032177,64.84676405,0.935369276,60.65567074,28.11,43.605361694985994
654,EASTERN,MACHAKOS,dishwashing paste,USHINDI,2259.2,0.062897337,0.05859658,64.84676405,1.0,64.84676405,28.11,46.618338675545004
